23	0	58	
52	72	38	
49	88	63	
52	66	34	
30	34	93	
93	12	38	
84	22	56	
59	18	87	
81	46	2	
43	95	67	
95	79	99	
30	14	66	
87	70	28	
78	77	52	
34	50	78	
9	15	1	
27	49	38	
52	76	7	
10	89	86	
11	67	24	
75	16	5	
66	27	35	
51	98	38	
93	26	40	
53	59	29	
86	59	52	
39	41	65	
46	4	67	
90	46	67	
83	57	26	
84	35	5	
16	66	96	
44	60	37	
29	95	56	
28	20	94	
8	90	73	
11	9	34	
73	82	44	
48	60	33	
95	2	35	
17	72	69	
20	85	6	
90	52	2	
36	1	27	
44	47	73	
85	81	29	
64	12	68	
83	58	25	
70	15	39	
88	4	30	
59	25	96	
97	22	71	
35	68	67	
90	88	36	
73	28	36	
79	9	84	
46	98	8	
35	17	22	
11	2	44	
88	17	18	
66	63	56	
59	47	12	
23	83	64	
45	60	10	
15	36	73	
67	27	34	
65	15	96	
24	31	58	
70	58	44	
11	60	27	
45	68	20	
86	79	11	
10	50	59	
97	94	5	
62	5	91	
27	7	26	
38	98	85	
60	24	98	
15	17	43	
11	9	53	
4	75	61	
40	51	87	
40	32	32	
46	20	1	
43	93	7	
26	95	21	
86	31	31	
69	91	14	
53	93	25	
47	81	1	
55	62	46	
93	36	4	
28	17	10	
86	54	25	
0	75	34	
43	3	2	
80	59	90	
3	36	40	
94	42	44	
21	93	41	
