53	51	24	
66	0	51	
24	59	88	
43	80	68	
55	12	49	
55	4	85	
36	14	97	
90	43	4	
94	50	91	
11	10	93	
15	28	10	
43	36	40	
57	2	21	
7	34	70	
51	71	38	
48	46	66	
5	1	22	
93	60	93	
28	87	25	
44	61	18	
14	91	89	
49	65	76	
10	41	65	
13	0	37	
59	52	65	
50	8	13	
14	33	6	
28	92	74	
55	65	81	
2	25	62	
88	87	36	
56	48	6	
10	10	29	
51	56	24	
33	38	63	
76	69	39	
10	35	88	
47	35	30	
26	69	18	
3	22	76	
38	12	75	
95	51	4	
20	18	72	
58	14	31	
29	42	27	
72	2	98	
80	24	35	
26	10	84	
29	84	42	
89	22	96	
71	52	12	
11	86	90	
7	43	28	
34	25	83	
36	76	81	
61	87	69	
56	22	57	
21	60	2	
22	85	70	
21	58	23	
10	42	0	
71	27	90	
53	84	66	
13	65	87	
64	70	35	
28	39	76	
21	8	57	
21	68	24	
1	10	93	
52	68	6	
74	42	35	
86	68	82	
99	22	37	
92	73	37	
59	22	85	
77	63	32	
80	58	1	
45	1	27	
77	50	45	
64	23	79	
41	6	92	
76	9	52	
52	42	76	
66	9	66	
19	1	90	
62	96	27	
9	76	87	
97	35	96	
8	79	68	
6	56	10	
28	49	55	
6	34	95	
43	96	4	
77	10	87	
57	32	74	
71	85	14	
73	10	36	
99	13	63	
54	1	34	
97	86	70	
99	70	7	
74	8	65	
79	27	61	
97	56	21	
13	8	89	
28	34	9	
26	28	40	
74	44	42	
17	1	47	
5	19	33	
70	19	54	
10	97	50	
22	55	79	
33	44	81	
60	81	57	
9	74	83	
28	53	39	
72	69	99	
5	20	60	
71	58	10	
84	64	89	
45	20	27	
42	1	35	
53	95	93	
68	75	15	
94	87	39	
27	64	23	
72	33	28	
84	46	72	
82	37	85	
3	50	27	
30	98	3	
94	34	22	
31	93	18	
66	34	40	
86	78	66	
77	5	80	
92	60	30	
79	46	78	
79	0	96	
97	87	29	
92	65	34	
28	94	7	
89	77	33	
91	19	8	
46	53	88	
21	42	32	
23	6	95	
38	47	87	
12	57	80	
57	74	16	
81	25	88	
6	8	90	
93	12	85	
98	42	24	
27	73	90	
86	47	16	
15	52	22	
56	20	66	
47	23	44	
86	28	92	
11	41	47	
88	34	99	
33	25	61	
64	73	26	
46	90	46	
46	17	68	
36	18	60	
38	18	26	
36	68	10	
76	85	57	
64	76	23	
64	13	27	
7	86	16	
19	90	96	
71	93	53	
28	89	82	
49	82	71	
72	13	28	
25	85	3	
59	84	2	
79	67	94	
33	4	46	
6	37	21	
92	93	3	
36	63	22	
35	51	78	
19	25	31	
85	76	26	
22	80	78	
99	52	72	
12	92	38	
58	6	7	
68	11	16	
52	2	86	
29	82	90	
