3	8	0	11
1	5	8	14
17	0	1	18
2	15	2	19
2	9	9	20
10	1	14	25
1	24	1	26
3	24	1	28
11	5	14	30
28	1	2	31
7	2	23	32
10	21	1	32
3	5	31	39
3	37	0	40
37	0	3	40
4	16	20	40
6	25	11	42
1	10	31	42
18	20	7	45
6	26	15	47
25	19	4	48
9	29	10	48
0	48	0	48
1	12	35	48
6	5	37	48
11	10	29	50
14	4	33	51
7	19	25	51
11	18	23	52
24	11	17	52
21	30	1	52
41	3	10	54
13	29	12	54
50	5	0	55
54	1	0	55
31	19	5	55
8	26	21	55
7	0	48	55
7	18	30	55
21	8	27	56
12	25	19	56
39	13	4	56
26	28	4	58
35	15	8	58
29	10	20	59
4	54	2	60
6	36	18	60
41	7	13	61
11	41	9	61
21	14	26	61
52	6	3	61
21	14	27	62
34	18	10	62
6	17	39	62
24	4	35	63
39	18	6	63
27	37	1	65
5	8	53	66
37	22	7	66
8	29	30	67
9	36	23	68
3	64	1	68
13	18	38	69
1	68	1	70
7	38	25	70
29	40	2	71
9	25	37	71
7	16	49	72
40	29	3	72
52	0	21	73
8	63	2	73
19	48	7	74
15	41	19	75
58	15	2	75
39	27	10	76
8	14	55	77
19	5	53	77
37	16	24	77
21	15	41	77
29	7	42	78
21	43	14	78
22	2	55	79
26	51	2	79
3	36	40	79
21	58	0	79
28	19	32	79
25	4	51	80
9	26	46	81
42	11	28	81
27	38	16	81
10	50	21	81
24	7	50	81
50	31	1	82
34	43	5	82
21	42	19	82
57	0	26	83
73	7	3	83
56	8	19	83
33	23	28	84
1	82	1	84
0	10	75	85
43	2	40	85
21	65	0	86
10	43	33	86
57	4	25	86
7	42	38	87
25	35	27	87
40	19	28	87
8	31	48	87
36	28	23	87
12	4	72	88
50	35	3	88
49	27	13	89
62	24	3	89
17	38	34	89
50	7	33	90
16	17	57	90
11	54	25	90
60	10	20	90
8	77	5	90
82	5	3	90
48	18	25	91
31	15	45	91
59	4	28	91
14	1	76	91
23	50	19	92
14	31	47	92
6	15	71	92
44	36	12	92
35	10	47	92
46	40	6	92
17	27	48	92
5	5	82	92
0	3	90	93
10	14	69	93
55	4	35	94
70	23	1	94
24	25	45	94
93	0	2	95
8	87	0	95
62	31	2	95
43	16	36	95
56	38	2	96
7	4	85	96
58	22	16	96
12	24	60	96
70	13	13	96
9	86	1	96
41	27	28	96
29	48	20	97
