5	0	1	6
1	7	0	8
3	1	6	10
2	0	9	11
2	5	9	16
6	4	7	17
13	7	0	20
11	1	9	21
5	12	6	23
4	18	3	25
16	6	3	25
3	2	20	25
2	13	11	26
2	2	23	27
2	17	8	27
8	19	0	27
4	20	3	27
17	3	7	27
0	3	24	27
5	1	22	28
17	10	1	28
4	24	0	28
2	5	22	29
14	15	0	29
3	7	20	30
10	3	18	31
12	7	15	34
2	26	6	34
1	14	19	34
29	1	4	34
10	4	21	35
13	14	9	36
18	5	14	37
20	11	6	37
19	16	2	37
23	8	6	37
19	1	17	37
4	27	7	38
21	13	4	38
14	9	16	39
17	9	13	39
14	17	8	39
9	0	30	39
1	19	20	40
13	24	3	40
3	6	31	40
12	27	1	40
3	13	25	41
10	11	20	41
22	17	2	41
10	3	29	42
2	39	1	42
0	17	26	43
4	12	27	43
5	23	16	44
33	7	4	44
29	9	6	44
14	25	5	44
35	3	7	45
2	35	8	45
19	17	9	45
11	32	2	45
16	24	5	45
14	25	6	45
13	28	5	46
0	4	42	46
20	4	22	46
0	44	3	47
0	18	29	47
35	8	4	47
11	18	18	47
40	0	7	47
20	9	18	47
8	34	5	47
39	1	7	47
17	30	1	48
29	11	8	48
4	2	42	48
22	26	0	48
8	18	22	48
33	12	3	48
15	31	2	48
15	1	32	48
2	7	39	48
8	0	41	49
19	15	15	49
21	23	5	49
28	11	10	49
10	10	29	49
27	1	22	50
0	42	8	50
30	4	16	50
13	0	37	50
12	28	11	51
31	9	11	51
43	8	0	51
33	4	14	51
4	1	46	51
5	7	40	52
1	11	40	52
27	6	19	52
9	14	29	52
2	17	33	52
10	42	0	52
5	42	5	52
11	12	30	53
15	28	10	53
10	39	4	53
23	14	16	53
32	9	12	53
8	40	5	53
14	33	6	53
20	25	9	54
25	17	12	54
4	4	46	54
6	41	8	55
6	4	46	56
5	0	51	56
1	45	10	56
31	14	11	56
32	4	20	56
15	15	26	56
4	42	10	56
17	35	4	56
51	3	2	56
6	36	15	57
4	35	18	57
19	0	38	57
4	49	4	57
39	9	9	57
46	2	9	57
5	19	33	57
22	14	21	57
8	3	47	58
8	46	4	58
1	10	47	58
3	16	39	58
13	0	45	58
2	31	26	59
10	2	47	59
22	25	12	59
40	2	17	59
13	45	1	59
4	12	43	59
9	28	22	59
11	28	20	59
20	25	14	59
17	28	15	60
28	20	12	60
29	17	14	60
6	15	39	60
24	29	7	60
15	20	25	60
35	8	17	60
10	5	45	60
9	12	39	60
1	12	47	60
21	14	25	60
34	26	0	60
21	1	38	60
11	35	14	60
13	44	3	60
39	21	0	60
25	4	31	60
32	23	5	60
13	42	6	61
11	12	38	61
12	11	38	61
2	25	34	61
17	17	27	61
11	5	45	61
26	19	16	61
42	7	12	61
35	4	22	61
25	8	28	61
6	15	40	61
51	9	1	61
24	21	17	62
0	27	35	62
13	43	6	62
2	55	5	62
10	37	15	62
8	6	48	62
26	13	23	62
36	20	6	62
10	25	27	62
15	46	2	63
33	19	11	63
3	6	54	63
15	47	1	63
54	4	5	63
24	2	37	63
14	45	4	63
24	39	0	63
10	53	0	63
14	44	5	63
37	5	21	63
2	59	2	63
53	3	7	63
26	9	28	63
12	16	36	64
28	35	1	64
12	12	40	64
29	30	5	64
6	37	21	64
6	27	32	65
18	37	10	65
8	27	30	65
17	1	47	65
21	40	4	65
8	15	42	65
23	8	34	65
7	35	24	66
0	50	16	66
8	26	32	66
13	35	18	66
8	4	54	66
21	44	2	67
15	49	3	67
5	0	62	67
20	24	23	67
51	1	15	67
14	29	24	67
17	34	16	67
7	18	42	67
48	0	19	67
5	47	15	67
18	17	33	68
27	38	3	68
7	42	19	68
29	27	12	68
10	16	42	68
4	62	2	68
41	26	1	68
7	49	13	69
50	16	3	69
31	2	36	69
8	57	4	69
5	20	44	69
35	29	5	69
4	27	38	69
6	39	24	69
32	31	6	69
26	20	23	69
11	49	9	69
8	52	9	69
20	2	47	69
52	0	17	69
18	5	47	70
11	25	34	70
27	11	32	70
12	53	5	70
6	0	64	70
53	13	4	70
15	4	51	70
5	10	55	70
69	0	1	70
12	53	5	70
47	20	3	70
13	47	10	70
44	25	1	70
0	23	47	70
3	17	51	71
50	8	13	71
13	18	40	71
39	32	0	71
13	53	5	71
28	34	9	71
6	24	41	71
46	0	25	71
6	57	8	71
38	22	11	71
58	6	7	71
4	1	66	71
4	41	26	71
36	0	35	71
51	4	16	71
38	30	4	72
32	34	6	72
28	15	29	72
6	56	10	72
37	25	10	72
12	41	19	72
27	38	7	72
1	23	48	72
54	16	2	72
7	54	11	72
37	13	22	72
25	23	24	72
45	1	27	73
20	45	8	73
23	10	40	73
10	44	19	73
0	65	8	73
8	41	24	73
43	29	1	73
30	11	32	73
3	33	38	74
10	25	39	74
26	29	19	74
28	38	8	74
32	7	35	74
10	19	45	74
9	39	26	74
34	27	13	74
12	7	55	74
10	47	17	74
58	16	0	74
19	34	22	75
13	4	58	75
7	34	34	75
22	32	21	75
26	30	19	75
12	9	54	75
15	59	1	75
3	16	56	75
3	5	67	75
12	11	52	75
21	41	13	75
2	56	17	75
8	33	34	75
16	35	24	75
23	32	20	75
3	45	27	75
19	25	31	75
3	16	57	76
24	44	8	76
14	58	4	76
6	21	49	76
31	28	17	76
54	11	11	76
37	12	27	76
31	31	14	76
37	1	38	76
17	23	36	76
29	1	47	77
64	13	0	77
31	13	33	77
18	28	31	77
10	10	57	77
56	10	11	77
54	21	2	77
51	11	15	77
37	21	19	77
7	16	54	77
12	52	13	77
56	13	8	77
8	19	50	77
66	9	2	77
18	0	60	78
2	32	44	78
26	38	14	78
42	1	35	78
