9	15	1	25
43	3	2	48
11	9	34	54
28	17	10	55
11	2	44	57
27	7	26	60
36	1	27	64
46	20	1	67
11	9	53	73
35	17	22	74
15	17	43	75
3	36	40	79
23	0	58	81
75	16	5	96
11	60	27	98
11	67	24	102
40	32	32	104
0	75	34	109
30	14	66	110
20	85	6	111
24	31	58	113
27	49	38	114
45	60	10	115
46	4	67	117
59	47	12	118
10	50	59	119
88	4	30	122
88	17	18	123
84	35	5	124
70	15	39	124
15	36	73	124
66	27	35	128
67	27	34	128
81	46	2	129
47	81	1	129
95	2	35	132
45	68	20	133
93	36	4	133
52	76	7	135
73	28	36	137
4	75	61	140
53	59	29	141
44	60	37	141
48	60	33	141
28	20	94	142
26	95	21	142
93	12	38	143
43	93	7	143
90	52	2	144
64	12	68	144
39	41	65	145
86	31	31	148
52	66	34	152
46	98	8	152
21	93	41	155
30	34	93	157
17	72	69	158
62	5	91	158
93	26	40	159
52	72	38	162
84	22	56	162
34	50	78	162
55	62	46	163
59	18	87	164
44	47	73	164
86	54	25	165
83	57	26	166
83	58	25	166
35	68	67	170
23	83	64	170
8	90	73	171
53	93	25	171
79	9	84	172
70	58	44	172
69	91	14	174
65	15	96	176
86	79	11	176
16	66	96	178
40	51	87	178
29	95	56	180
59	25	96	180
94	42	44	180
60	24	98	182
87	70	28	185
10	89	86	185
66	63	56	185
51	98	38	187
97	22	71	190
85	81	29	195
97	94	5	196
86	59	52	197
73	82	44	199
49	88	63	200
90	46	67	203
43	95	67	205
78	77	52	207
90	88	36	214
38	98	85	221
80	59	90	229
95	79	99	273
106
